ApplNo,ProductNo,Form,Strength,ReferenceDrug,DrugName,ActiveIngredient,ReferenceStandard
11446,1,INJECTABLE;INJECTION,25MG/ML,0,STERANE,PREDNISOLONE ACETATE,0.0
11459,2,CAPSULE;ORAL,EQ 25MG HYDROCHLORIDE,1,VISTARIL,HYDROXYZINE PAMOATE,0.0
11459,4,CAPSULE;ORAL,EQ 50MG HYDROCHLORIDE,1,VISTARIL,HYDROXYZINE PAMOATE,0.0
11459,6,CAPSULE;ORAL,EQ 100MG HYDROCHLORIDE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,VISTARIL,HYDROXYZINE PAMOATE,0.0
11467,3,TABLET;ORAL,100MG,0,TRANCOPAL,CHLORMEZANONE,0.0
11467,5,TABLET;ORAL,200MG,0,TRANCOPAL,CHLORMEZANONE,0.0
11483,4,CAPSULE;ORAL,356.4MG;30MG;16MG,1,SYNALGOS-DC,ASPIRIN; CAFFEINE; DIHYDROCODEINE BITARTRATE,0.0
11491,4,SUSPENSION;ORAL,EQ 50MG HYDROCHLORIDE/5ML,0,VESPRIN,TRIFLUPROMAZINE,0.0
11496,2,SYRUP;ORAL,1.25MG/5ML,0,ACTIDIL,TRIPROLIDINE HYDROCHLORIDE,0.0
11521,1,TABLET;ORAL,50MG,0,RAUWOLFIA SERPENTINA,RAUWOLFIA SERPENTINA ROOT,0.0
11521,2,TABLET;ORAL,100MG,0,RAUWOLFIA SERPENTINA,RAUWOLFIA SERPENTINA ROOT,0.0
11522,7,TABLET;ORAL,2.5MG;2.5MG;2.5MG;2.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,ADDERALL 10,AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,0.0
11522,8,TABLET;ORAL,5MG;5MG;5MG;5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,ADDERALL 20,AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,0.0
11522,9,TABLET;ORAL,1.25MG;1.25MG;1.25MG;1.25MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,ADDERALL 5,AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,0.0
11522,10,TABLET;ORAL,7.5MG;7.5MG;7.5MG;7.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,ADDERALL 30,AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,0.0
11522,11,TABLET;ORAL,1.875MG;1.875MG;1.875MG;1.875MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,ADDERALL 7.5,AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,0.0
11522,12,TABLET;ORAL,3.125MG;3.125MG;3.125MG;3.125MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,ADDERALL 12.5,AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,0.0
11522,13,TABLET;ORAL,3.75MG;3.75MG;3.75MG;3.75MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,ADDERALL 15,AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,0.0
11525,1,INJECTABLE;INJECTION,25MG/VIAL,1,IC-GREEN,INDOCYANINE GREEN,0.0
11525,2,INJECTABLE;INJECTION,50MG/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0,IC-GREEN,INDOCYANINE GREEN,0.0
11525,3,INJECTABLE;INJECTION,10MG/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0,IC-GREEN,INDOCYANINE GREEN,0.0
11525,4,INJECTABLE;INJECTION,40MG/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0,IC-GREEN,INDOCYANINE GREEN,0.0
11529,2,TABLET;ORAL,500MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,PARAFON FORTE DSC,CHLORZOXAZONE,0.0
11552,1,TABLET;ORAL,EQ 1MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,STELAZINE,TRIFLUOPERAZINE HYDROCHLORIDE,0.0
11552,2,TABLET;ORAL,EQ 2MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,STELAZINE,TRIFLUOPERAZINE HYDROCHLORIDE,0.0
11552,3,TABLET;ORAL,EQ 5MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,STELAZINE,TRIFLUOPERAZINE HYDROCHLORIDE,0.0
11552,4,TABLET;ORAL,EQ 10MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,STELAZINE,TRIFLUOPERAZINE HYDROCHLORIDE,0.0
11552,5,INJECTABLE;INJECTION,EQ 2MG BASE/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,STELAZINE,TRIFLUOPERAZINE HYDROCHLORIDE,0.0
11552,6,CONCENTRATE;ORAL,EQ 10MG BASE/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,STELAZINE,TRIFLUOPERAZINE HYDROCHLORIDE,0.0
11556,3,TABLET;ORAL,100MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0,ANTURANE,SULFINPYRAZONE,0.0
11556,4,CAPSULE;ORAL,200MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,ANTURANE,SULFINPYRAZONE,0.0
11557,1,CONCENTRATE;ORAL,16MG/5ML,0,TRILAFON,PERPHENAZINE,0.0
11559,1,INJECTABLE;INJECTION,500MG/VIAL,1,BREVITAL SODIUM,METHOHEXITAL SODIUM,1.0
11559,2,INJECTABLE;INJECTION,2.5GM/VIAL,1,BREVITAL SODIUM,METHOHEXITAL SODIUM,0.0
11559,3,INJECTABLE;INJECTION,5GM/VIAL,0,BREVITAL SODIUM,METHOHEXITAL SODIUM,0.0
11559,4,INJECTABLE;INJECTION,200MG/VIAL,0,BREVITAL SODIUM,METHOHEXITAL SODIUM,0.0
11583,2,INJECTABLE;INJECTION,EQ 20MG PHOSPHATE/ML,0,HYDELTRASOL,PREDNISOLONE SODIUM PHOSPHATE,0.0
11600,1,OINTMENT;TOPICAL,0.1% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,0.0
11600,3,OINTMENT;TOPICAL,0.025% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,0.0
11601,3,CREAM;TOPICAL,0.025% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,0.0
11601,6,CREAM;TOPICAL,0.1% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,0.0
11602,1,LOTION;TOPICAL,0.1% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,KENALOG,TRIAMCINOLONE ACETONIDE,0.0
11602,3,LOTION;TOPICAL,0.025% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,KENALOG,TRIAMCINOLONE ACETONIDE,0.0
11612,1,TABLET;ORAL,10MG,0,DARICON,OXYPHENCYCLIMINE HYDROCHLORIDE,0.0
11613,2,"CAPSULE, EXTENDED RELEASE;ORAL",EQ 30MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0,IONAMIN,PHENTERMINE RESIN COMPLEX,0.0
11613,4,"CAPSULE, EXTENDED RELEASE;ORAL",EQ 15MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0,IONAMIN,PHENTERMINE RESIN COMPLEX,0.0
11620,2,INJECTABLE;INJECTION,85%,0,CARDIOGRAFIN,DIATRIZOATE MEGLUMINE,0.0
11635,3,TABLET;ORAL,250MG;0.125MG,0,DIUPRES-250,CHLOROTHIAZIDE; RESERPINE,0.0
11635,6,TABLET;ORAL,500MG;0.125MG,0,DIUPRES-500,CHLOROTHIAZIDE; RESERPINE,0.0
11641,3,TABLET;ORAL,100MG,1,DIABINESE,CHLORPROPAMIDE,0.0
11641,6,TABLET;ORAL,250MG,1,DIABINESE,CHLORPROPAMIDE,0.0
11642,2,TABLET;ORAL,275MG,0,CARDIOQUIN,QUINIDINE POLYGALACTURONATE,0.0
11657,1,SOLUTION;IRRIGATION,,0,BETAPRONE,PROPIOLACTONE,0.0
11664,1,TABLET;ORAL,0.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,DECADRON,DEXAMETHASONE,0.0
11664,2,TABLET;ORAL,0.75MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,DECADRON,DEXAMETHASONE,0.0
11664,3,TABLET;ORAL,1.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,DECADRON,DEXAMETHASONE,0.0
11664,4,TABLET;ORAL,0.25MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,DECADRON,DEXAMETHASONE,0.0
11664,5,TABLET;ORAL,4MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,DECADRON,DEXAMETHASONE,0.0
11664,6,TABLET;ORAL,6MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,DECADRON,DEXAMETHASONE,0.0
11665,1,"TABLET, EXTENDED RELEASE;ORAL",180MG,1,MESTINON,PYRIDOSTIGMINE BROMIDE,1.0
11673,1,TABLET;ORAL,25MG,0,TEPANIL,DIETHYLPROPION HYDROCHLORIDE,0.0
11679,1,SUSPENSION;RECTAL,400MG/GM,0,PENTOTHAL,THIOPENTAL SODIUM,0.0
11683,1,INJECTABLE;INJECTION,15MG/VIAL,0,THIOTEPA,THIOTEPA,0.0
11685,3,INJECTABLE;INJECTION,25MG/ML,0,ARISTOCORT,TRIAMCINOLONE DIACETATE,0.0
11689,1,SUPPOSITORY;RECTAL,50MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,PHENERGAN,PROMETHAZINE HYDROCHLORIDE,0.0
11695,2,POWDER;ORAL,50%,0,PHENY-PAS-TEBAMIN,PHENYL AMINOSALICYLATE,0.0
11695,3,TABLET;ORAL,500MG,0,PHENY-PAS-TEBAMIN,PHENYL AMINOSALICYLATE,0.0
11702,3,TABLET;ORAL,325MG;200MG,0,EQUAGESIC,ASPIRIN; MEPROBAMATE,0.0
11707,1,INJECTABLE;INJECTION,1.5MG/ML,0,OPANA,OXYMORPHONE HYDROCHLORIDE,0.0
11707,2,INJECTABLE;INJECTION,1MG/ML,1,OPANA,OXYMORPHONE HYDROCHLORIDE,0.0
11719,1,INJECTABLE;INJECTION,EQ 20MG BASE/VIAL,1,METHOTREXATE SODIUM,METHOTREXATE SODIUM,0.0
11719,3,INJECTABLE;INJECTION,EQ 50MG BASE/VIAL,1,METHOTREXATE SODIUM,METHOTREXATE SODIUM,0.0
11719,4,INJECTABLE;INJECTION,EQ 2.5MG BASE/ML,1,METHOTREXATE SODIUM,METHOTREXATE SODIUM,0.0
11719,5,INJECTABLE;INJECTION,EQ 25MG BASE/ML,1,METHOTREXATE SODIUM,METHOTREXATE SODIUM,0.0
11719,6,INJECTABLE;INJECTION,EQ 100MG BASE/VIAL,1,METHOTREXATE SODIUM,METHOTREXATE SODIUM,0.0
11719,7,INJECTABLE;INJECTION,EQ 25MG BASE/ML,1,METHOTREXATE LPF,METHOTREXATE SODIUM,0.0
11719,9,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,1,METHOTREXATE SODIUM PRESERVATIVE FREE,METHOTREXATE SODIUM,0.0
11719,10,INJECTABLE;INJECTION,EQ 50MG BASE/2ML (EQ 25MG BASE/ML),1,METHOTREXATE SODIUM,METHOTREXATE SODIUM,1.0
11719,11,INJECTABLE;INJECTION,EQ 2.5GM BASE/100ML (EQ 25MG BASE/ML),1,METHOTREXATE PRESERVATIVE FREE,METHOTREXATE SODIUM,0.0
11719,12,INJECTABLE;INJECTION,EQ 1GM BASE/40ML (EQ 25MG BASE/ML),1,METHOTREXATE SODIUM PRESERVATIVE FREE,METHOTREXATE SODIUM,1.0
11719,13,INJECTABLE;INJECTION,EQ 500MG BASE/20ML (EQ 25MG BASE/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,METHOTREXATE PRESERVATIVE FREE,METHOTREXATE SODIUM,0.0
11719,14,INJECTABLE;INJECTION,EQ 20MG BASE/2ML (EQ 10MG BASE/ML),1,METHOTREXATE PRESERVATIVE FREE,METHOTREXATE SODIUM,0.0
11721,1,TABLET;ORAL,50MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,NEPTAZANE,METHAZOLAMIDE,0.0
11721,2,TABLET;ORAL,25MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,NEPTAZANE,METHAZOLAMIDE,0.0
11722,2,TABLET;ORAL,25MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,TENUATE,DIETHYLPROPION HYDROCHLORIDE,0.0
11730,1,INJECTABLE;INJECTION,25MG/ML;25MG/ML,0,MEPERGAN,MEPERIDINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE,0.0
11738,4,SUPPOSITORY;RECTAL,5MG,0,NUMORPHAN,OXYMORPHONE HYDROCHLORIDE,0.0
11745,1,INJECTABLE;INJECTION,1MG/0.5ML,0,KONAKION,PHYTONADIONE,0.0
11745,3,INJECTABLE;INJECTION,10MG/ML,0,KONAKION,PHYTONADIONE,0.0
11748,1,CREAM;TOPICAL,0.025%,0,OXYLONE,FLUOROMETHOLONE,0.0
11751,1,TABLET;ORAL,2.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,PROLIXIN,FLUPHENAZINE HYDROCHLORIDE,0.0
11751,2,TABLET;ORAL,10MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,PROLIXIN,FLUPHENAZINE HYDROCHLORIDE,0.0
11751,3,TABLET;ORAL,5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,PROLIXIN,FLUPHENAZINE HYDROCHLORIDE,0.0
11751,4,TABLET;ORAL,1MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,PROLIXIN,FLUPHENAZINE HYDROCHLORIDE,0.0
11751,5,INJECTABLE;INJECTION,2.5MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0,PROLIXIN,FLUPHENAZINE HYDROCHLORIDE,0.0
11752,3,"TABLET, EXTENDED RELEASE;ORAL",75MG,0,PRELUDIN,PHENMETRAZINE HYDROCHLORIDE,0.0
11752,4,"TABLET, EXTENDED RELEASE;ORAL",50MG,0,PRELUDIN,PHENMETRAZINE HYDROCHLORIDE,0.0
11757,1,INJECTABLE;INJECTION,40MG/ML,1,DEPO-MEDROL,METHYLPREDNISOLONE ACETATE,0.0
11757,2,INJECTABLE;INJECTION,20MG/ML,1,DEPO-MEDROL,METHYLPREDNISOLONE ACETATE,1.0
11757,4,INJECTABLE;INJECTION,80MG/ML,1,DEPO-MEDROL,METHYLPREDNISOLONE ACETATE,0.0
11771,1,TABLET;ORAL,25MG,0,ATHROMBIN,WARFARIN SODIUM,0.0
11771,2,TABLET;ORAL,10MG,0,ATHROMBIN,WARFARIN SODIUM,0.0
11771,3,TABLET;ORAL,5MG,0,ATHROMBIN,WARFARIN SODIUM,0.0
11771,4,TABLET;ORAL,5MG,0,ATHROMBIN-K,WARFARIN POTASSIUM,0.0
11771,5,TABLET;ORAL,10MG,0,ATHROMBIN-K,WARFARIN POTASSIUM,0.0
11771,6,TABLET;ORAL,25MG,0,ATHROMBIN-K,WARFARIN POTASSIUM,0.0
11771,7,TABLET;ORAL,2MG,0,ATHROMBIN-K,WARFARIN POTASSIUM,0.0
11777,1,"SOLUTION;INJECTION, ORAL",0.67mCi/ML,0,SODIUM PHOSPHATE P 32,SODIUM PHOSPHATE P-32,0.0
11777,2,"SOLUTION;INJECTION, ORAL",1.5mCi/VIAL,0,SODIUM PHOSPHATE P 32,SODIUM PHOSPHATE P-32,0.0
11790,1,SOLUTION;IM-IV,1GM/10ML (100MG/ML),1,ROBAXIN,METHOCARBAMOL,1.0
11792,1,TABLET;ORAL,350MG,1,SOMA,CARISOPRODOL,0.0
11792,3,CAPSULE;ORAL,250MG,1,SOMA,CARISOPRODOL,0.0
11792,4,TABLET;ORAL,250MG,1,SOMA,CARISOPRODOL,1.0
11793,5,TABLET;ORAL,25MG,0,ESIDRIX,HYDROCHLOROTHIAZIDE,0.0
11793,8,TABLET;ORAL,50MG,0,ESIDRIX,HYDROCHLOROTHIAZIDE,0.0
11793,9,TABLET;ORAL,100MG,0,ESIDRIX,HYDROCHLOROTHIAZIDE,0.0
11795,1,SUSPENSION;ORAL,EQ 25MG HYDROCHLORIDE/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0,VISTARIL,HYDROXYZINE PAMOATE,0.0
11808,3,TABLET;ORAL,10MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,MELLARIL,THIORIDAZINE HYDROCHLORIDE,0.0
11808,6,TABLET;ORAL,25MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,MELLARIL,THIORIDAZINE HYDROCHLORIDE,0.0
11808,9,TABLET;ORAL,100MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,MELLARIL,THIORIDAZINE HYDROCHLORIDE,0.0
11808,11,TABLET;ORAL,50MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,MELLARIL,THIORIDAZINE HYDROCHLORIDE,0.0
11808,12,CONCENTRATE;ORAL,30MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0,MELLARIL,THIORIDAZINE HYDROCHLORIDE,0.0
11808,15,TABLET;ORAL,200MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,MELLARIL,THIORIDAZINE HYDROCHLORIDE,0.0
11808,16,TABLET;ORAL,15MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,MELLARIL,THIORIDAZINE HYDROCHLORIDE,0.0
11808,17,TABLET;ORAL,150MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,MELLARIL,THIORIDAZINE HYDROCHLORIDE,0.0
11808,18,CONCENTRATE;ORAL,100MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0,MELLARIL,THIORIDAZINE HYDROCHLORIDE,0.0
11814,1,TABLET;ORAL,2MG,0,DISOMER,DEXBROMPHENIRAMINE MALEATE,0.0
11814,2,SYRUP;ORAL,2MG/5ML,0,DISOMER,DEXBROMPHENIRAMINE MALEATE,0.0
11835,3,TABLET;ORAL,25MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,HYDRODIURIL,HYDROCHLOROTHIAZIDE,0.0
11835,6,TABLET;ORAL,50MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,HYDRODIURIL,HYDROCHLOROTHIAZIDE,0.0
11835,7,TABLET;ORAL,100MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,HYDRODIURIL,HYDROCHLOROTHIAZIDE,0.0
11836,3,TABLET;ORAL,25MG,0,PRESAMINE,IMIPRAMINE HYDROCHLORIDE,0.0
11836,6,TABLET;ORAL,10MG,0,PRESAMINE,IMIPRAMINE HYDROCHLORIDE,0.0
11836,7,TABLET;ORAL,50MG,0,PRESAMINE,IMIPRAMINE HYDROCHLORIDE,0.0
11838,2,INJECTABLE;INJECTION,12.5MG/ML,0,TOFRANIL,IMIPRAMINE HYDROCHLORIDE,0.0
11839,1,TABLET;ORAL,2.5MG,1,PROVERA,MEDROXYPROGESTERONE ACETATE,0.0
11839,3,TABLET;ORAL,5MG,1,PROVERA,MEDROXYPROGESTERONE ACETATE,0.0
11839,4,TABLET;ORAL,10MG,1,PROVERA,MEDROXYPROGESTERONE ACETATE,1.0
11856,3,INJECTABLE;INJECTION,EQ 40MG BASE/VIAL,1,SOLU-MEDROL,METHYLPREDNISOLONE SODIUM SUCCINATE,1.0
11856,4,INJECTABLE;INJECTION,EQ 125MG BASE/VIAL,1,SOLU-MEDROL,METHYLPREDNISOLONE SODIUM SUCCINATE,1.0
11856,5,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL,1,SOLU-MEDROL,METHYLPREDNISOLONE SODIUM SUCCINATE,1.0
11856,6,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,1,SOLU-MEDROL,METHYLPREDNISOLONE SODIUM SUCCINATE,1.0
11856,7,INJECTABLE;INJECTION,EQ 2GM BASE/VIAL,1,SOLU-MEDROL,METHYLPREDNISOLONE SODIUM SUCCINATE,1.0
